4.899	2.915	3.931	3.729	2.891	8.207	4.241	6.537	0.569632171
5.164	3.176	3.351	3.817	1.938	8.139	4.625	6.299	0.630269618
5.227	3.155	3.325	3.626	1.74	7.955	4.59	6.503	0.634872839
5.292	3.066	3.2	3.497	1.729	7.843	4.74	6.643	0.62605439
5.36	2.901	3.329	3.588	1.595	8.042	4.517	6.161	0.618428833
5.379	3.179	3.179	3.498	1.547	7.929	4.771	6.27	0.640420861
5.346	3.302	3.066	3.532	1.577	7.985	4.585	6.276	0.631381834
5.571	2.892	3.105	3.376	1.401	7.802	4.673	6.273	0.622950911
5.395	3.408	3.108	3.569	1.497	8.034	4.347	6.164	0.641998015
5.534	3.185	3.044	3.37	1.336	7.83	4.627	6.376	0.6375
5.637	3.286	3.103	3.515	1.373	8.091	4.428	6.161	0.63879987
5.714	3.184	3.023	3.465	1.23	7.966	4.335	6.373	0.653430754
5.562	2.987	3.033	3.511	1.295	8.024	4.383	6.216	0.646516829
5.633	3.334	2.959	3.458	1.201	7.957	4.419	6.206	0.647326858
5.621	2.935	2.87	3.398	1.17	7.901	4.885	6.248	0.642021798
5.729	2.794	2.953	3.296	1.125	7.865	4.542	6.387	0.648697891
5.734	2.811	2.847	3.326	1.143	7.831	4.598	6.407	0.660635208
5.722	2.895	2.934	3.504	1.149	8.026	4.586	6.261	0.650079184
5.8	2.922	2.911	3.29	1.088	7.755	4.487	6.468	0.659197488
5.469	3.499	2.986	3.695	1.21	8.349	4.591	5.964	0.64842555
5.748	2.88	2.857	3.559	1.07	7.899	4.521	6.306	0.651966454
5.772	2.879	2.898	3.398	0.991	7.827	4.502	6.379	0.653768849
5.37	3.583	3.127	3.771	1.114	8.315	4.593	5.874	0.651245962
5.821	2.69	2.95	3.321	1.016	7.85	4.43	6.594	0.666270901
5.428	3.6	3.062	3.841	1.093	8.467	4.453	5.609	0.666609929
5.571	3.42	3.048	3.728	0.996	8.204	4.727	6.098	0.656357025
